[2022-05-13 13:52:19,035] ERROR: hello
[2022-05-27 14:22:52,429] ERROR: No source is configured for x... skipping
[2022-05-27 14:22:52,430] INFO: Scraping x failed
[2022-05-27 14:22:52,430] INFO: Processing #94/206
[2022-05-27 14:22:52,431] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,431] INFO: Scraping = failed
[2022-05-27 14:22:52,432] ERROR: No source is configured for 2... skipping
[2022-05-27 14:22:52,433] INFO: Scraping 2 failed
[2022-05-27 14:22:52,433] INFO: Processing #96/206
[2022-05-27 14:22:52,434] ERROR: No source is configured for 6... skipping
[2022-05-27 14:22:52,435] INFO: Scraping 6 failed
[2022-05-27 14:22:52,435] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,436] INFO: Scraping & failed
[2022-05-27 14:22:52,437] INFO: Processing #98/206
[2022-05-27 14:22:52,437] ERROR: No source is configured for A... skipping
[2022-05-27 14:22:52,438] INFO: Scraping A failed
[2022-05-27 14:22:52,439] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,439] INFO: Scraping d failed
[2022-05-27 14:22:52,440] INFO: Processing #100/206
[2022-05-27 14:22:52,440] ERROR: No source is configured for v... skipping
[2022-05-27 14:22:52,441] INFO: Scraping v failed
[2022-05-27 14:22:52,442] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,449] INFO: Scraping - failed
[2022-05-27 14:22:52,450] INFO: Processing #102/206
[2022-05-27 14:22:52,450] ERROR: No source is configured for S... skipping
[2022-05-27 14:22:52,451] INFO: Scraping S failed
[2022-05-27 14:22:52,452] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,453] INFO: Scraping r failed
[2022-05-27 14:22:52,453] INFO: Processing #104/206
[2022-05-27 14:22:52,454] ERROR: No source is configured for c... skipping
[2022-05-27 14:22:52,455] INFO: Scraping c failed
[2022-05-27 14:22:52,455] ERROR: No source is configured for h... skipping
[2022-05-27 14:22:52,456] INFO: Scraping h failed
[2022-05-27 14:22:52,457] INFO: Processing #106/206
[2022-05-27 14:22:52,457] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,458] INFO: Scraping - failed
[2022-05-27 14:22:52,458] ERROR: No source is configured for B... skipping
[2022-05-27 14:22:52,459] INFO: Scraping B failed
[2022-05-27 14:22:52,459] INFO: Processing #108/206
[2022-05-27 14:22:52,460] ERROR: No source is configured for o... skipping
[2022-05-27 14:22:52,461] INFO: Scraping o failed
[2022-05-27 14:22:52,461] ERROR: No source is configured for o... skipping
[2022-05-27 14:22:52,462] INFO: Scraping o failed
[2022-05-27 14:22:52,462] INFO: Processing #110/206
[2022-05-27 14:22:52,463] ERROR: No source is configured for k... skipping
[2022-05-27 14:22:52,463] INFO: Scraping k failed
[2022-05-27 14:22:52,464] ERROR: No source is configured for s... skipping
[2022-05-27 14:22:52,464] INFO: Scraping s failed
[2022-05-27 14:22:52,465] INFO: Processing #112/206
[2022-05-27 14:22:52,465] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,466] INFO: Scraping - failed
[2022-05-27 14:22:52,467] ERROR: No source is configured for S... skipping
[2022-05-27 14:22:52,468] INFO: Scraping S failed
[2022-05-27 14:22:52,468] INFO: Processing #114/206
[2022-05-27 14:22:52,469] ERROR: No source is configured for u... skipping
[2022-05-27 14:22:52,470] INFO: Scraping u failed
[2022-05-27 14:22:52,470] ERROR: No source is configured for b... skipping
[2022-05-27 14:22:52,471] INFO: Scraping b failed
[2022-05-27 14:22:52,472] INFO: Processing #116/206
[2022-05-27 14:22:52,472] ERROR: No source is configured for m... skipping
[2022-05-27 14:22:52,473] INFO: Scraping m failed
[2022-05-27 14:22:52,473] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,474] INFO: Scraping i failed
[2022-05-27 14:22:52,474] INFO: Processing #118/206
[2022-05-27 14:22:52,475] ERROR: No source is configured for t... skipping
[2022-05-27 14:22:52,475] INFO: Scraping t failed
[2022-05-27 14:22:52,476] ERROR: No source is configured for .... skipping
[2022-05-27 14:22:52,477] INFO: Scraping . failed
[2022-05-27 14:22:52,477] INFO: Processing #120/206
[2022-05-27 14:22:52,478] ERROR: No source is configured for y... skipping
[2022-05-27 14:22:52,478] INFO: Scraping y failed
[2022-05-27 14:22:52,479] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,479] INFO: Scraping = failed
[2022-05-27 14:22:52,480] INFO: Processing #122/206
[2022-05-27 14:22:52,480] ERROR: No source is configured for 2... skipping
[2022-05-27 14:22:52,481] INFO: Scraping 2 failed
[2022-05-27 14:22:52,481] ERROR: No source is configured for 0... skipping
[2022-05-27 14:22:52,482] INFO: Scraping 0 failed
[2022-05-27 14:22:52,483] INFO: Processing #124/206
[2022-05-27 14:22:52,483] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,484] INFO: Scraping & failed
[2022-05-27 14:22:52,484] ERROR: No source is configured for f... skipping
[2022-05-27 14:22:52,485] INFO: Scraping f failed
[2022-05-27 14:22:52,485] INFO: Processing #126/206
[2022-05-27 14:22:52,486] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,486] INFO: Scraping i failed
[2022-05-27 14:22:52,487] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,488] INFO: Scraping e failed
[2022-05-27 14:22:52,488] INFO: Processing #128/206
[2022-05-27 14:22:52,489] ERROR: No source is configured for l... skipping
[2022-05-27 14:22:52,489] INFO: Scraping l failed
[2022-05-27 14:22:52,490] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,491] INFO: Scraping d failed
[2022-05-27 14:22:52,491] INFO: Processing #130/206
[2022-05-27 14:22:52,492] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,492] INFO: Scraping - failed
[2022-05-27 14:22:52,493] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,493] INFO: Scraping d failed
[2022-05-27 14:22:52,494] INFO: Processing #132/206
[2022-05-27 14:22:52,494] ERROR: No source is configured for a... skipping
[2022-05-27 14:22:52,495] INFO: Scraping a failed
[2022-05-27 14:22:52,496] ERROR: No source is configured for t... skipping
[2022-05-27 14:22:52,496] INFO: Scraping t failed
[2022-05-27 14:22:52,497] INFO: Processing #134/206
[2022-05-27 14:22:52,497] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,498] INFO: Scraping e failed
[2022-05-27 14:22:52,498] ERROR: No source is configured for m... skipping
[2022-05-27 14:22:52,499] INFO: Scraping m failed
[2022-05-27 14:22:52,500] INFO: Processing #136/206
[2022-05-27 14:22:52,500] ERROR: No source is configured for o... skipping
[2022-05-27 14:22:52,501] INFO: Scraping o failed
[2022-05-27 14:22:52,503] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,504] INFO: Scraping d failed
[2022-05-27 14:22:52,505] INFO: Processing #138/206
[2022-05-27 14:22:52,505] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,506] INFO: Scraping = failed
[2022-05-27 14:22:52,507] ERROR: No source is configured for 5... skipping
[2022-05-27 14:22:52,507] INFO: Scraping 5 failed
[2022-05-27 14:22:52,508] INFO: Processing #140/206
[2022-05-27 14:22:52,508] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,509] INFO: Scraping & failed
[2022-05-27 14:22:52,510] ERROR: No source is configured for f... skipping
[2022-05-27 14:22:52,510] INFO: Scraping f failed
[2022-05-27 14:22:52,511] INFO: Processing #142/206
[2022-05-27 14:22:52,511] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,512] INFO: Scraping i failed
[2022-05-27 14:22:52,512] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,513] INFO: Scraping e failed
[2022-05-27 14:22:52,514] INFO: Processing #144/206
[2022-05-27 14:22:52,514] ERROR: No source is configured for l... skipping
[2022-05-27 14:22:52,515] INFO: Scraping l failed
[2022-05-27 14:22:52,515] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,516] INFO: Scraping d failed
[2022-05-27 14:22:52,516] INFO: Processing #146/206
[2022-05-27 14:22:52,517] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,518] INFO: Scraping - failed
[2022-05-27 14:22:52,519] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,520] INFO: Scraping d failed
[2022-05-27 14:22:52,521] INFO: Processing #148/206
[2022-05-27 14:22:52,521] ERROR: No source is configured for a... skipping
[2022-05-27 14:22:52,522] INFO: Scraping a failed
[2022-05-27 14:22:52,522] ERROR: No source is configured for t... skipping
[2022-05-27 14:22:52,523] INFO: Scraping t failed
[2022-05-27 14:22:52,523] INFO: Processing #150/206
[2022-05-27 14:22:52,524] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,525] INFO: Scraping e failed
[2022-05-27 14:22:52,525] ERROR: No source is configured for o... skipping
[2022-05-27 14:22:52,526] INFO: Scraping o failed
[2022-05-27 14:22:52,526] INFO: Processing #152/206
[2022-05-27 14:22:52,527] ERROR: No source is configured for p... skipping
[2022-05-27 14:22:52,527] INFO: Scraping p failed
[2022-05-27 14:22:52,528] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,529] INFO: Scraping = failed
[2022-05-27 14:22:52,529] INFO: Processing #154/206
[2022-05-27 14:22:52,530] ERROR: No source is configured for D... skipping
[2022-05-27 14:22:52,530] INFO: Scraping D failed
[2022-05-27 14:22:52,531] ERROR: No source is configured for u... skipping
[2022-05-27 14:22:52,531] INFO: Scraping u failed
[2022-05-27 14:22:52,532] INFO: Processing #156/206
[2022-05-27 14:22:52,532] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,533] INFO: Scraping r failed
[2022-05-27 14:22:52,534] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,535] INFO: Scraping i failed
[2022-05-27 14:22:52,535] INFO: Processing #158/206
[2022-05-27 14:22:52,536] ERROR: No source is configured for n... skipping
[2022-05-27 14:22:52,537] INFO: Scraping n failed
[2022-05-27 14:22:52,538] ERROR: No source is configured for g... skipping
[2022-05-27 14:22:52,538] INFO: Scraping g failed
[2022-05-27 14:22:52,539] INFO: Processing #160/206
[2022-05-27 14:22:52,539] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,540] INFO: Scraping & failed
[2022-05-27 14:22:52,541] ERROR: No source is configured for f... skipping
[2022-05-27 14:22:52,541] INFO: Scraping f failed
[2022-05-27 14:22:52,542] INFO: Processing #162/206
[2022-05-27 14:22:52,542] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,543] INFO: Scraping i failed
[2022-05-27 14:22:52,543] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,544] INFO: Scraping e failed
[2022-05-27 14:22:52,544] INFO: Processing #164/206
[2022-05-27 14:22:52,545] ERROR: No source is configured for l... skipping
[2022-05-27 14:22:52,545] INFO: Scraping l failed
[2022-05-27 14:22:52,546] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,547] INFO: Scraping d failed
[2022-05-27 14:22:52,547] INFO: Processing #166/206
[2022-05-27 14:22:52,548] ERROR: No source is configured for -... skipping
[2022-05-27 14:22:52,548] INFO: Scraping - failed
[2022-05-27 14:22:52,549] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,549] INFO: Scraping d failed
[2022-05-27 14:22:52,550] INFO: Processing #168/206
[2022-05-27 14:22:52,551] ERROR: No source is configured for a... skipping
[2022-05-27 14:22:52,552] INFO: Scraping a failed
[2022-05-27 14:22:52,552] ERROR: No source is configured for t... skipping
[2022-05-27 14:22:52,553] INFO: Scraping t failed
[2022-05-27 14:22:52,554] INFO: Processing #170/206
[2022-05-27 14:22:52,554] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,555] INFO: Scraping e failed
[2022-05-27 14:22:52,556] ERROR: No source is configured for y... skipping
[2022-05-27 14:22:52,556] INFO: Scraping y failed
[2022-05-27 14:22:52,557] INFO: Processing #172/206
[2022-05-27 14:22:52,557] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,558] INFO: Scraping e failed
[2022-05-27 14:22:52,558] ERROR: No source is configured for a... skipping
[2022-05-27 14:22:52,559] INFO: Scraping a failed
[2022-05-27 14:22:52,560] INFO: Processing #174/206
[2022-05-27 14:22:52,560] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,561] INFO: Scraping r failed
[2022-05-27 14:22:52,561] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,562] INFO: Scraping = failed
[2022-05-27 14:22:52,562] INFO: Processing #176/206
[2022-05-27 14:22:52,563] ERROR: No source is configured for 2... skipping
[2022-05-27 14:22:52,563] INFO: Scraping 2 failed
[2022-05-27 14:22:52,564] ERROR: No source is configured for 0... skipping
[2022-05-27 14:22:52,564] INFO: Scraping 0 failed
[2022-05-27 14:22:52,565] INFO: Processing #178/206
[2022-05-27 14:22:52,565] ERROR: No source is configured for 2... skipping
[2022-05-27 14:22:52,566] INFO: Scraping 2 failed
[2022-05-27 14:22:52,567] ERROR: No source is configured for 2... skipping
[2022-05-27 14:22:52,568] INFO: Scraping 2 failed
[2022-05-27 14:22:52,568] INFO: Processing #180/206
[2022-05-27 14:22:52,569] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,570] INFO: Scraping & failed
[2022-05-27 14:22:52,570] ERROR: No source is configured for u... skipping
[2022-05-27 14:22:52,571] INFO: Scraping u failed
[2022-05-27 14:22:52,572] INFO: Processing #182/206
[2022-05-27 14:22:52,572] ERROR: No source is configured for n... skipping
[2022-05-27 14:22:52,573] INFO: Scraping n failed
[2022-05-27 14:22:52,574] ERROR: No source is configured for f... skipping
[2022-05-27 14:22:52,574] INFO: Scraping f failed
[2022-05-27 14:22:52,575] INFO: Processing #184/206
[2022-05-27 14:22:52,575] ERROR: No source is configured for i... skipping
[2022-05-27 14:22:52,576] INFO: Scraping i failed
[2022-05-27 14:22:52,576] ERROR: No source is configured for l... skipping
[2022-05-27 14:22:52,577] INFO: Scraping l failed
[2022-05-27 14:22:52,577] INFO: Processing #186/206
[2022-05-27 14:22:52,578] ERROR: No source is configured for t... skipping
[2022-05-27 14:22:52,578] INFO: Scraping t failed
[2022-05-27 14:22:52,579] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,580] INFO: Scraping e failed
[2022-05-27 14:22:52,580] INFO: Processing #188/206
[2022-05-27 14:22:52,581] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,581] INFO: Scraping r failed
[2022-05-27 14:22:52,582] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,582] INFO: Scraping e failed
[2022-05-27 14:22:52,583] INFO: Processing #190/206
[2022-05-27 14:22:52,583] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,584] INFO: Scraping d failed
[2022-05-27 14:22:52,585] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,586] INFO: Scraping = failed
[2022-05-27 14:22:52,587] INFO: Processing #192/206
[2022-05-27 14:22:52,587] ERROR: No source is configured for 1... skipping
[2022-05-27 14:22:52,588] INFO: Scraping 1 failed
[2022-05-27 14:22:52,589] ERROR: No source is configured for &... skipping
[2022-05-27 14:22:52,589] INFO: Scraping & failed
[2022-05-27 14:22:52,590] INFO: Processing #194/206
[2022-05-27 14:22:52,590] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,591] INFO: Scraping r failed
[2022-05-27 14:22:52,591] ERROR: No source is configured for e... skipping
[2022-05-27 14:22:52,592] INFO: Scraping e failed
[2022-05-27 14:22:52,593] INFO: Processing #196/206
[2022-05-27 14:22:52,593] ERROR: No source is configured for f... skipping
[2022-05-27 14:22:52,594] INFO: Scraping f failed
[2022-05-27 14:22:52,594] ERROR: No source is configured for =... skipping
[2022-05-27 14:22:52,595] INFO: Scraping = failed
[2022-05-27 14:22:52,595] INFO: Processing #198/206
[2022-05-27 14:22:52,596] ERROR: No source is configured for s... skipping
[2022-05-27 14:22:52,596] INFO: Scraping s failed
[2022-05-27 14:22:52,597] ERROR: No source is configured for r... skipping
[2022-05-27 14:22:52,598] INFO: Scraping r failed
[2022-05-27 14:22:52,598] INFO: Processing #200/206
[2022-05-27 14:22:52,599] ERROR: No source is configured for _... skipping
[2022-05-27 14:22:52,599] INFO: Scraping _ failed
[2022-05-27 14:22:52,600] ERROR: No source is configured for a... skipping
[2022-05-27 14:22:52,601] INFO: Scraping a failed
[2022-05-27 14:22:52,602] INFO: Processing #202/206
[2022-05-27 14:22:52,602] ERROR: No source is configured for d... skipping
[2022-05-27 14:22:52,603] INFO: Scraping d failed
[2022-05-27 14:22:52,604] ERROR: No source is configured for v... skipping
[2022-05-27 14:22:52,605] INFO: Scraping v failed
[2022-05-27 14:22:52,605] INFO: Processing #204/206
[2022-05-27 14:22:52,606] ERROR: No source is configured for _... skipping
[2022-05-27 14:22:52,606] INFO: Scraping _ failed
[2022-05-27 14:22:52,607] ERROR: No source is configured for b... skipping
[2022-05-27 14:22:52,607] INFO: Scraping b failed
[2022-05-27 14:22:52,608] INFO: Processing #206/206
[2022-05-27 16:20:20,395] ERROR: No source is configured for h... skipping
[2022-05-27 16:20:20,395] INFO: Scraping h failed
[2022-05-27 16:20:20,396] ERROR: No source is configured for t... skipping
[2022-05-27 16:20:20,396] INFO: Scraping t failed
[2022-05-27 16:20:20,396] INFO: Processing #2/62
[2022-05-27 16:20:20,396] ERROR: No source is configured for t... skipping
[2022-05-27 16:20:20,396] INFO: Scraping t failed
[2022-05-27 16:20:20,396] ERROR: No source is configured for p... skipping
[2022-05-27 16:20:20,397] INFO: Scraping p failed
[2022-05-27 16:20:20,397] INFO: Processing #4/62
[2022-05-27 16:20:20,397] ERROR: No source is configured for :... skipping
[2022-05-27 16:20:20,397] INFO: Scraping : failed
[2022-05-27 16:20:20,397] ERROR: No source is configured for /... skipping
[2022-05-27 16:20:20,397] INFO: Scraping / failed
[2022-05-27 16:20:20,398] INFO: Processing #6/62
[2022-05-27 16:20:20,398] ERROR: No source is configured for /... skipping
[2022-05-27 16:20:20,398] INFO: Scraping / failed
[2022-05-27 16:20:20,398] ERROR: No source is configured for a... skipping
[2022-05-27 16:20:20,398] INFO: Scraping a failed
[2022-05-27 16:20:20,398] INFO: Processing #8/62
[2022-05-27 16:20:20,398] ERROR: No source is configured for p... skipping
[2022-05-27 16:20:20,399] INFO: Scraping p failed
[2022-05-27 16:20:20,399] ERROR: No source is configured for i... skipping
[2022-05-27 16:20:20,399] INFO: Scraping i failed
[2022-05-27 16:20:20,399] INFO: Processing #10/62
[2022-05-27 16:20:20,399] ERROR: No source is configured for .... skipping
[2022-05-27 16:20:20,399] INFO: Scraping . failed
[2022-05-27 16:20:20,400] ERROR: No source is configured for c... skipping
[2022-05-27 16:20:20,400] INFO: Scraping c failed
[2022-05-27 16:20:20,400] INFO: Processing #12/62
[2022-05-27 16:20:20,400] ERROR: No source is configured for r... skipping
[2022-05-27 16:20:20,400] INFO: Scraping r failed
[2022-05-27 16:20:20,400] ERROR: No source is configured for o... skipping
[2022-05-27 16:20:20,401] INFO: Scraping o failed
[2022-05-27 16:20:20,401] INFO: Processing #14/62
[2022-05-27 16:20:20,401] ERROR: No source is configured for s... skipping
[2022-05-27 16:20:20,401] INFO: Scraping s failed
[2022-05-27 16:20:20,401] ERROR: No source is configured for s... skipping
[2022-05-27 16:20:20,401] INFO: Scraping s failed
[2022-05-27 16:20:20,401] INFO: Processing #16/62
[2022-05-27 16:20:20,402] ERROR: No source is configured for r... skipping
[2022-05-27 16:20:20,402] INFO: Scraping r failed
[2022-05-27 16:20:20,402] ERROR: No source is configured for e... skipping
[2022-05-27 16:20:20,402] INFO: Scraping e failed
[2022-05-27 16:20:20,403] INFO: Processing #18/62
[2022-05-27 16:20:20,403] ERROR: No source is configured for f... skipping
[2022-05-27 16:20:20,403] INFO: Scraping f failed
[2022-05-27 16:20:20,403] ERROR: No source is configured for .... skipping
[2022-05-27 16:20:20,403] INFO: Scraping . failed
[2022-05-27 16:20:20,403] INFO: Processing #20/62
[2022-05-27 16:20:20,403] ERROR: No source is configured for o... skipping
[2022-05-27 16:20:20,404] INFO: Scraping o failed
[2022-05-27 16:20:20,404] ERROR: No source is configured for r... skipping
[2022-05-27 16:20:20,404] INFO: Scraping r failed
[2022-05-27 16:20:20,404] INFO: Processing #22/62
[2022-05-27 16:20:20,404] ERROR: No source is configured for g... skipping
[2022-05-27 16:20:20,404] INFO: Scraping g failed
[2022-05-27 16:20:20,405] ERROR: No source is configured for /... skipping
[2022-05-27 16:20:20,405] INFO: Scraping / failed
[2022-05-27 16:20:20,405] INFO: Processing #24/62
[2022-05-27 16:20:20,405] ERROR: No source is configured for w... skipping
[2022-05-27 16:20:20,405] INFO: Scraping w failed
[2022-05-27 16:20:20,405] ERROR: No source is configured for o... skipping
[2022-05-27 16:20:20,406] INFO: Scraping o failed
[2022-05-27 16:20:20,406] INFO: Processing #26/62
[2022-05-27 16:20:20,406] ERROR: No source is configured for r... skipping
[2022-05-27 16:20:20,406] INFO: Scraping r failed
[2022-05-27 16:20:20,406] ERROR: No source is configured for k... skipping
[2022-05-27 16:20:20,406] INFO: Scraping k failed
[2022-05-27 16:20:20,406] INFO: Processing #28/62
[2022-05-27 16:20:20,407] ERROR: No source is configured for s... skipping
[2022-05-27 16:20:20,407] INFO: Scraping s failed
[2022-05-27 16:20:20,407] ERROR: No source is configured for /... skipping
[2022-05-27 16:20:20,407] INFO: Scraping / failed
[2022-05-27 16:20:20,407] INFO: Processing #30/62
[2022-05-27 16:20:20,407] ERROR: No source is configured for 1... skipping
[2022-05-27 16:20:20,408] INFO: Scraping 1 failed
[2022-05-27 16:20:20,408] ERROR: No source is configured for 0... skipping
[2022-05-27 16:20:20,408] INFO: Scraping 0 failed
[2022-05-27 16:20:20,408] INFO: Processing #32/62
[2022-05-27 16:20:20,408] ERROR: No source is configured for .... skipping
[2022-05-27 16:20:20,408] INFO: Scraping . failed
[2022-05-27 16:20:20,409] ERROR: No source is configured for 1... skipping
[2022-05-27 16:20:20,409] INFO: Scraping 1 failed
[2022-05-27 16:20:20,409] INFO: Processing #34/62
[2022-05-27 16:20:20,409] ERROR: No source is configured for 5... skipping
[2022-05-27 16:20:20,409] INFO: Scraping 5 failed
[2022-05-27 16:20:20,409] ERROR: No source is configured for 9... skipping
[2022-05-27 16:20:20,409] INFO: Scraping 9 failed
[2022-05-27 16:20:20,410] INFO: Processing #36/62
[2022-05-27 16:20:20,410] ERROR: No source is configured for 0... skipping
[2022-05-27 16:20:20,410] INFO: Scraping 0 failed
[2022-05-27 16:20:20,410] ERROR: No source is configured for /... skipping
[2022-05-27 16:20:20,410] INFO: Scraping / failed
[2022-05-27 16:20:20,410] INFO: Processing #38/62
[2022-05-27 16:20:20,411] ERROR: No source is configured for 1... skipping
[2022-05-27 16:20:20,411] INFO: Scraping 1 failed
[2022-05-27 16:20:20,411] ERROR: No source is configured for 9... skipping
[2022-05-27 16:20:20,411] INFO: Scraping 9 failed
[2022-05-27 16:20:20,411] INFO: Processing #40/62
[2022-05-27 16:20:20,411] ERROR: No source is configured for 8... skipping
[2022-05-27 16:20:20,412] INFO: Scraping 8 failed
[2022-05-27 16:20:20,412] ERROR: No source is configured for 2... skipping
[2022-05-27 16:20:20,412] INFO: Scraping 2 failed
[2022-05-27 16:20:20,412] INFO: Processing #42/62
[2022-05-27 16:20:20,412] ERROR: No source is configured for -... skipping
[2022-05-27 16:20:20,412] INFO: Scraping - failed
[2022-05-27 16:20:20,413] ERROR: No source is configured for 3... skipping
[2022-05-27 16:20:20,413] INFO: Scraping 3 failed
[2022-05-27 16:20:20,413] INFO: Processing #44/62
[2022-05-27 16:20:20,413] ERROR: No source is configured for 5... skipping
[2022-05-27 16:20:20,413] INFO: Scraping 5 failed
[2022-05-27 16:20:20,413] ERROR: No source is configured for 3... skipping
[2022-05-27 16:20:20,414] INFO: Scraping 3 failed
[2022-05-27 16:20:20,414] INFO: Processing #46/62
[2022-05-27 16:20:20,414] ERROR: No source is configured for 3... skipping
[2022-05-27 16:20:20,414] INFO: Scraping 3 failed
[2022-05-27 16:20:20,414] ERROR: No source is configured for .... skipping
[2022-05-27 16:20:20,414] INFO: Scraping . failed
[2022-05-27 16:20:20,414] INFO: Processing #48/62
[2022-05-27 16:20:20,415] ERROR: No source is configured for 2... skipping
[2022-05-27 16:20:20,415] INFO: Scraping 2 failed
[2022-05-27 16:20:20,415] ERROR: No source is configured for 0... skipping
[2022-05-27 16:20:20,415] INFO: Scraping 0 failed
[2022-05-27 16:20:20,415] INFO: Processing #50/62
[2022-05-27 16:20:20,415] ERROR: No source is configured for 2... skipping
[2022-05-27 16:20:20,416] INFO: Scraping 2 failed
[2022-05-27 16:20:20,416] ERROR: No source is configured for 2... skipping
[2022-05-27 16:20:20,416] INFO: Scraping 2 failed
[2022-05-27 16:20:20,416] INFO: Processing #52/62
[2022-05-27 16:20:20,416] ERROR: No source is configured for v... skipping
[2022-05-27 16:20:20,416] INFO: Scraping v failed
[2022-05-27 16:20:20,417] ERROR: No source is configured for 3... skipping
[2022-05-27 16:20:20,417] INFO: Scraping 3 failed
[2022-05-27 16:20:20,417] INFO: Processing #54/62
[2022-05-27 16:20:20,417] ERROR: No source is configured for 1... skipping
[2022-05-27 16:20:20,417] INFO: Scraping 1 failed
[2022-05-27 16:20:20,417] ERROR: No source is configured for n... skipping
[2022-05-27 16:20:20,418] INFO: Scraping n failed
[2022-05-27 16:20:20,418] INFO: Processing #56/62
[2022-05-27 16:20:20,418] ERROR: No source is configured for 1... skipping
[2022-05-27 16:20:20,418] INFO: Scraping 1 failed
[2022-05-27 16:20:20,418] ERROR: No source is configured for a... skipping
[2022-05-27 16:20:20,418] INFO: Scraping a failed
[2022-05-27 16:20:20,418] INFO: Processing #58/62
[2022-05-27 16:20:20,419] ERROR: No source is configured for r... skipping
[2022-05-27 16:20:20,419] INFO: Scraping r failed
[2022-05-27 16:20:20,419] ERROR: No source is configured for t... skipping
[2022-05-27 16:20:20,419] INFO: Scraping t failed
[2022-05-27 16:20:20,419] INFO: Processing #60/62
[2022-05-27 16:20:20,419] ERROR: No source is configured for 0... skipping
[2022-05-27 16:20:20,420] INFO: Scraping 0 failed
[2022-05-27 16:20:20,420] ERROR: No source is configured for 8... skipping
[2022-05-27 16:20:20,420] INFO: Scraping 8 failed
[2022-05-27 16:20:20,420] INFO: Processing #62/62
[2022-05-27 16:20:39,652] ERROR: No source is configured for http://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08... skipping
[2022-05-27 16:20:39,652] INFO: Scraping http://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08 failed
[2022-05-27 16:45:02,208] INFO: Processing #2/3
[2022-05-27 16:49:40,273] INFO: Processing #2/3
[2022-05-27 16:54:01,138] INFO: Processing #2/3
[2022-05-30 09:45:08,858] INFO: Processing #2/3
[2022-05-30 09:45:08,859] ERROR: No source is configured for http://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08... skipping
[2022-05-30 09:45:08,859] INFO: Scraping http://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08 failed
[2022-05-30 09:46:37,266] ERROR: No source is configured for https://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08... skipping
[2022-05-30 09:46:37,267] INFO: Scraping https://api.crossref.org/works/10.1590/1982-3533.2022v31n1art08 failed
[2022-05-30 10:19:30,990] ERROR: No source is configured for external_url... skipping
[2022-05-30 10:19:30,990] INFO: Scraping external_url failed
[2022-05-30 10:19:33,392] INFO: Processing #2/2
[2022-05-30 10:27:30,305] ERROR: Captcha hit on https://onlinelibrary.wiley.com/doi/abs/10.1111/dech.12711
[2022-05-30 10:27:30,306] INFO: Rotating host
[2022-05-30 10:28:24,063] INFO: Rotating host
